Color by,Project Name,State Name,Type Name,Company,Country Name,DOE Support,If State,Location,Other,Plant,Project Date,Project ID,Project Link,Project Name,Status Detail Name,Status Name,Technology Name,Unit Base Name 1,Avg. Icon Size,Latitude,Longitude,Distinct count of Project ID,Major Injection Amount
Hold,Mesaba Energy Project,Minnesota,Capture & Storage,Excelsior Energy Inc.,United States,DOE Supported,", Minnesota",Taconite,The plant will use ConocoPhillips E-Gas technology for gasification of coal.  Primary and backup sites have been selected.,Mesaba Coal IGCC,1/1/2012,112,http://www.startribune.com/excelsior-energy-buys-land-for-power-plant-near-taconite-minn/184157431/,Mesaba Energy Project,Permitting,Hold,ConocoPhillips E-Gas Gasification,Tonnes per Day,1,47.30176,-93.371553,1,"12,330"
Hold,Lima Polygen,Ohio,Capture & Storage,Global Energy,United States,Other Support,", Ohio",Lima,"Primary production of the Lima Energy IGCC project will be 540 megawatts (MW) of electrical power, 26 BCF/year of synthetic natural gas and 6 million SCF/day of hydrogen. The CO2 will be used for sequestration or EOR.",Lima IGCC,1/1/2013,124,http://www.limaohio.com/news/149379/lima-energy-applied-for-certificate-with-plans-to-transfer-it,Lima Polygen,Permitting,Hold,,Tonnes per Day,1,40.717629,-84.111123,1,"7,672"
Hold,Karsto NGCC Capture Project,Rogaland,Capture & Storage,Norwegian Government,Norway,Other Support,", Rogaland",Karsto,The Karsto NGCC Power plant will have a CO2 capture pilot plant connected to the facility to demonstrate CO2 capture and seabed or EOR storage. Delayed in 2009 with no update on when it will start.,Karsto NGCC Pilot Plant,1/1/2009,75,http://sequestration.mit.edu/tools/projects/naturkraft_karsto.html,Karsto NGCC Capture Project,Plant Design,Hold,Aker Kvaerner's Just Catch technology,Tonnes per Day,1,59.280426,5.523822,1,274
Hold,Japan-China EOR Project,Heilongjiang Province,Capture & Storage,Chinese Government,China,Other Support,", Heilongjiang Province",Hearbin,CO2 captured from a PC plant in Harbin to be transported 100 km west to heavy-oil field in Daqing. The field produces more than 40 million tonnes (> 316 million barrels/yr); the CO2-enabled EOR is expected to boost output by 1.5 to 2 million tonnes/yr.,Harbin Thermal Power Plant,1/1/2009,171,https://ge.lokaler.de/Carbon-Cioxide-Removal/harbin-thermal-power-plant-japan-china-eor-project/,Japan-China EOR Project,Planning,Hold,,Tonnes per Day,1,45.966590881,126.663772583,1,"2,740"
Hold,In Salah Gas Storage Project,Tamanrasset Province,Capture & Storage,"In Salah Gas JV (Sonotrack, BP, Statoil)",Algeria,DOE Supported,", Tamanrasset Province",In Salah Gas Fields,"The In Salah Gas Project is a Joint Venture targeted to produce natural gas located in the Ahnet - Timmimoun Basin, in Central Algeria. Natural gas will be processed and the CO2 is compressed and injected into wells 1,800 meters deep.",In Salah Gas Processing Plant,8/1/2004,2,https://sequestration.mit.edu/tools/projects/in_salah.html,In Salah Gas Storage Project,Injection Ongoing,Hold,Ethanol-amino solvent,Tonnes per Day,1,27.185919,2.497676,1,"3,288"
Hold,Hydrogen Power Abu Dhabi Project,Abu Dhabi,Capture & Storage,Hydrogen Power Abu Dhabi (Masdar/BP joint venture),United Arab Emirates,Other Support,Abu Dhabi,,"Commercial-scale 400 MWe hydrogen-fired power plant with CCS technology will be built in Abu Dhabi, UAE. Natural gas feedstock.  The capture capacity will in the order of 1.7 million tonnes of CO2/yr for EOR. Curently in FEED.",Hydrogen-fired power generation plant,1/1/2015,95,https://sequestration.mit.edu/tools/projects/hydrogen_power_abu_dhabi.html,Hydrogen Power Abu Dhabi Project,Plant Design,Hold,Not currently specified,Tonnes per Day,1,24.475273132,54.369987488,1,"4,658"
Hold,Getica CCS Demonstration Project,Gorj County,Capture & Storage,Getica CCS Project Company,Romania,Other Support,", Gorj County",Turceni,,Turceni Power Station (now part of Oltenia Energy complex),,390,http://www.minind.ro/anunturi/Getica_CCS_en_March2011_31032011.pdf,Getica CCS Demonstration Project,Planning,Hold,,,1,44.669722,23.407778,1,
Hold,FuturGas Project,South Australia state,Capture & Storage,Strike Oil Limited,Australia,Other Support,", South Australia state",Kingston,FutureGas is a CTL plant that will produce synthetic liquid fuels and power generation with CCS. The captured CO2 will be stored in the Otway basin.,FuturGas Facility,1/1/2016,8,http://www.capstonemedia.com.au/hybrid_en/futurgas.htm,FuturGas Project,Plant Design,Hold,,Tonnes per Day,1,-36.668445587,139.995544434,1,"2,055"
Hold,Duke Energy - Edwardsport Plant,Indiana,Capture & Storage,Duke Energy,United States,Other Support,", Indiana",Edwardsport,"The project was to build a 618-megawatt IGCC, plant with CCS, in Knox County, Indiana. The CCS capability was  not installed, and the plant was completed.",Edwardsport IGCC,1/10/2012,110,https://www.eenews.net/stories/1060057629,Duke Energy - Edwardsport Plant,Plant in Operation,Hold,,% Reduction,1,38.806678772,-87.246948242,1,70
Hold,Duke Energy - Cliffside Plant,North Carolina,Capture & Storage,Duke Energy,United States,Other Support,", North Carolina",Rutherford County,"The project built one 800 MW supercritical unit, originally to have carbon mitigation.",Cliffside Power Plant,1/1/2012,109,http://www.powermag.com/cliffside-steam-station-unit-6-cliffside-north-carolina/?pagenum=1,Duke Energy - Cliffside Plant,Plant in Operation,Hold,,% Reduction,1,35.219122,-81.761418,1,90
Hold,Datang Daqing CCS Project,Heilongjiang Province,Capture & Storage,Datang Corporation,China,Other Support,", Heilongjiang Province",Daqing,Alstom signed an agreement in November 2011 stating that it will carry out the study for the 350 MW oxy-combustion CCS demonstration project located in Daqing.,New build plant with oxy-firing technology,1/1/2020,337,http://www.alstom.com/press-centre/2011/9/Alstom-Datang-agree-to-jointly-develop-carbon-capture-demonstration-projects-in-China/,Datang Daqing CCS Project,Planning,Hold,,Tonnes per Day,1,46.576277,125.228479,1,"2,740"
Hold,Coastal Energy IGCC Project (Teesside),North Yorkshire,Capture & Storage,Progressive Energy,United Kingdom,Other Support,", North Yorkshire",Middlesbrough,Build facility to convert coal into syngas and CO2 using chemical processes. Around 2.3mte CO2/yr would be separated/piped to EOR and saline storage in the North Sea. Syngas to go to adjacent power plant to be built. Currently being re-evaled. Not funded.,Coastal Energy IGCC Plant,1/1/2009,89,http://sequestration.mit.edu/tools/projects/teeside.html,Coastal Energy IGCC Project (Teesside),Plant Design,Hold,,Tonnes per Day,1,54.575354,-1.127528,1,"6,302"
Hold,Cash Creek IGCC,Kentucky,Capture & Storage,ERORA Group,United States,Other Support,", Kentucky",Henderson County,The proposed project was to build a 770 megawatt (MW) Integrated Gasification Combined Cycle (IGCC) coal plant  to gasify 2.8 million tons of coal per year to produce electricity and deliver CO2 to an interstate pipeline.,Cash Creek Generation,1/1/2012,162,https://www.reuters.com/article/utilities-coal-kentucky/kentucky-advanced-coal-project-obtains-air-permit-idUSN3033537620071130,Cash Creek IGCC,Developing Infrastructure,Hold,,,1,37.843695,-87.590435,1,
Hold,Captain Clean Energy Project,Stirlingshire,Capture & Storage,Summit Power Group,Scotland,Other Support,", Stirlingshire",Grangemouth,The proposed IGCC plant (with carbon capture technology) would use Siemens gasifiers to convert the coal feedstock into a hydrogen-rich synthetic gas (syngas) and CO2.,Summit Power Caledonia IGCC Plant,1/1/2017,335,http://www.zeroco2.no/projects/caledonia-clean-energy-project,Captain Clean Energy Project,Planning,Hold,,Tonnes per Day,1,56.014195,-3.692054,1,"10,412"
Hold,Bow City Power Project,Alberta,Capture & Storage,"Bow City Power, Ltd.",Canada,Other Support,", Alberta",Bow City,Supercritical PC plant in which removed CO2 will be used for EOR in near-by oil fields.,Bow City Power Plant,1/1/2011,238,https://open.alberta.ca/publications/environmental-assessment-bow-city-power-ltd-bow-city-power-project,Bow City Power Project,Planning,Hold,Amines,Tonnes per Day,1,50.426664,-112.218873,1,"2,740"
Hold,Bintulu CCS Project,Sarawak,Capture & Storage,Mitsubishi Heavy Industries,Malaysia,Other Support,", Sarawak",Bintulu,"The proposed methodology is not yet approved by UNFCCC as eligible CDM. The proposed project involves capture of CO2 from LNG plant in Bintulu, Malaysia.  CO2 will be transported 120 km by pipeline and injected into a sub-sea saline formation.",LNG Bintulu Plant,1/1/2011,231,https://www.geos.ed.ac.uk/~carbcap/cgi-bin/query.pl?ID=1642&number224656819313,Bintulu CCS Project,Planning,Hold,,Tonnes per Day,1,3.25,113.12,1,"8,220"
Hold,Bent County IGCC Plant,Colorado,Capture & Storage,Xcel Energy Inc.,United States,Other Support,", Colorado",Bent County,"Xcel suspended consideration in November 2007, too expensive for perceived demand.  Promised to reconsider this concept in a few years.",Xcel Energy IGCC plant,1/1/2016,169,https://www.bizjournals.com/denver/stories/2007/10/29/daily26.html,Bent County IGCC Plant,Planning,Hold,,Tonnes Total,1,37.8567,-103.1112,1,"4,200,000"
Hold,Belle Plaine Polygen Capture (for EOR),Saskatchewan,Capture & Storage,TransCanada,Canada,Other Support,", Saskatchewan",Belle Plaine,"The plant will use petroleum coke and gasification technology to produce electricity, as well as hydrogen, nitrogen, steam and carbon dioxide for industrial use. The CO2 may be used for EOR at the Weyburn Test stie.  Up to 90% capture expected.",Belle Plaine Polygeneration Facility,1/1/2013,22,http://www.zeroco2.no/projects/belle-plaine-integrated-polygeneration-ccs-project,Belle Plaine Polygen Capture (for EOR),Plant Design,Hold,,Tonnes per Day,1,50.395646,-105.153207,1,"2,740"
Hold,Aalborg - Northern Jutland Power Station Project,North Denmark Region,Capture & Storage,Vattenfall,Denmark,Other Support,", North Denmark Region",Aalborg,Vattenfall is planning to have a full-scale CCS demonstration project in operation in Aalborg in Northern Denmark by 2013. A series of geological surveys has been undertaken to identify suitable storage in the plant's vicinity. The project is on hold.,Northern Jutland Power Station,12/31/2013,192,http://www.zeroco2.no/projects/nordjylland-power-station,Aalborg - Northern Jutland Power Station Project,Plant in Operation,Hold,Amines,Tonnes per Day,1,57.073957,10.040272,1,"4,932"
Hold,Sargas Natural Gas CCS,Møre og Ramsdal,Capture,Sargas,Norway,Other Support,", Møre og Ramsdal", Fraena,"The project's patented designs capture 90% of the CO2 and virtually eliminates NOx, SOx and Hg emissions, whether applied to greenfield or retro-fitted plants. Sargas and Shell have announced plans to construct a plant with CO2 capture.",Sargas Natural Gas CCS,6/17/2016,311,https://www.timesofmalta.com/articles/view/20120619/local/ge-sargas-announce-collaboration.425067,Sargas Natural Gas CCS,Planning,Hold,Sargas Natural Gas CCS,,1,62.980253,6.964092,1,
Hold,RWE CCS Eemshaven,Groningen Province,Capture,RWE,Netherlands,Other Support,", Groningen Province",Eemshaven,"RWE is planning a 1600 MW coal- and biomass-fired power plant in Eemshaven together with a 200,000 ton per year (equivalent to 35 MW) post-combustion CO2 capture R&D unit.",Eemshaven Power Plant,1/1/2016,216,http://www.zeroco2.no/projects/eemshaven,RWE CCS Eemshaven,Plant Design,Hold,Amines,Tonnes per Day,1,53.442813,6.850781,1,"3,288"
Hold,DKRW Energy LLC,Wyoming,Capture,DKRW Energy LLC,United States,Other Support,", Wyoming",Carbon County,"Plan was to produce 20,000 - 22,000 barrels per day from coal.",Medicine Bow CTL,1/1/2014,108,http://www.zeroco2.no/projects/medicine-bow-ctl,DKRW Energy LLC,Permitting,Hold,Chilled Ammonia,,1,41.896108,-106.20491,1,
Hold,Bulgarian TETs Maritsa East 2,Stara Zagora,Capture,TETs Maritsa Iztok 2 EAD,Bulgaria,Other Support,", Stara Zagora",Kovachevo,The effort was to add a post-conbustion capture (120 MW) to the coal generating plant and capture and pipe the CO2 to inject for offshore saline storage.,Bulgarian Thermal Power Plant Maritza East 2,12/31/2010,189,http://www.zeroco2.no/projects/maritsa-tpp,Bulgarian TETs Maritsa East 2,Plant Design,Hold,,Tonnes Total,1,42.255494,26.131763,1,"3,600,000"
Hold,American Electric Power - Northeastern Station,Oklahoma,Capture,American Electric Power,United States,Other Support,", Oklahoma",Oologah,Full-scale (1.5 million metric tons) test of Alstom's ammonia-based carbon capture technology. 90% of the CO2 produced will be captured. Has contract to sell CO2 to SemGreen LLP for EOR.,Northeastern Station,1/1/2011,100,https://www.prnewswire.com/news-releases/aep-to-install-carbon-capture-on-two-existing-power-plants-company-will-be-first-to-move-technology-to-commercial-scale-52165432.html,American Electric Power - Northeastern Station,Plant in Operation,Hold,Alstom Chilled Ammonia Process,Tonnes per Day,1,36.430797,-95.700805,1,"4,110"
Hold,American Electric Power - Great Bend IGCC,Ohio,Capture,American Electric Power,United States,Other Support,", Ohio",Meigs County,"The project was to build a new American Electric Power clean-coal power plant in Meigs County, Ohio but the project is on hold.",Great Bend IGCC,1/1/2009,98,http://gallipolis.uber.matchbin.net/printer_friendly/1913848,American Electric Power - Great Bend IGCC,Plant Design,Hold,,,1,38.927706,-81.768613,1,
Hold,Alberta Saline Aquifer Project & Genesee Demonstration Project,Alberta,Capture,EPCOR,Canada,Other Support,", Alberta",west of Edmonton,"The Alberta Saline Aquifer Project will identify deep saline aquifers in Alberta for use in a carbon sequestration pilot project. Ph II will construct/operate a demo pilot (3,300 metric tons/day) plant at Genesee power plant. CO2 to be stored in saline.",Proposed New Facility,,318,http://www.zeroco2.no/projects/alberta-saline-aquifer-project-asap-genesee-post-combustion-demonstration-plant,Alberta Saline Aquifer Project & Genesee Demonstration Project,Planning,Hold,Amines,Tonnes per Day,1,53.343584,-114.303553,1,"2,740"
Terminated,ZeroGen Project,Queensland,Capture & Storage,State of Queensland,Australia,Other Support,", Queensland",Rockhampton,"Stage 1 of the project was planned to be 80MW and capture 420,000 tonnes of CO2 per year and stage 2 was planned to be 300 MW. The first stage was scheduled to operate in 2012 and the scaled up version in late 2015.",ZeroGen IGCC Plant,1/1/2006,17,http://sequestration.mit.edu/tools/projects/zerogen.html,ZeroGen Project,Developing Infrastructure,Terminated,,Tonnes per Day,1,-23.510207,150.319062,1,"1,151"
Terminated,Wallula IGCC Plant,Washington,Capture & Storage,"Wallula Resource Recovery, LLC",United States,Other Support,", Washington",Wallula,"The project was cancelled in 2008 with the reason given as ""trouble obtaining drilling equipment.""",Wallula Energy Resource Center,5/1/2014,178,http://sequestration.mit.edu/tools/projects/wallula_energy_resource_center.html,Wallula IGCC Plant,Permitting,Terminated,,% Reduction,1,46.102622,-118.918573,1,65
Terminated,Vattenfall Janschwalde,Brandenburg,Capture & Storage,Vattenfall,Germany,DOE Supported,", Brandenburg",Janschwalde,The feasibility studies for the Demonstration plant in Jänschwalde will begin in mid 2008. From early 2009 the planning and applications for permits will be the centre of activities. CO2 will be used for  EGR in Altmark.,Janschwalde,1/1/2015,184,http://www.zeroco2.no/projects/vattenfall-oxyfuel-and-post-combustion-demonstration-plant-in-jaenschwalde,Vattenfall Janschwalde,Permitting,Terminated,Oxy-fuel Combustion,Tonnes per Day,1,51.8334245,14.4720226,1,"4,658"
Terminated,Vales Point Power Station CCS Demonstration,New South Wales,Capture & Storage,Delta Electricity,Australia,Other Support,", New South Wales",Mannering Park,"Pilot capture plant will be moved from Munmorah to Vales power station between 2013 and 2015. It will demonstrate capture and storage of up to 3,000 tonnes per year.",Vales Point Power Station,1/1/2012,330,http://www.abc.net.au/news/2015-08-11/power-station-carbon-capture-and-storage-project-terminated/6685304,Vales Point Power Station CCS Demonstration,Developing Infrastructure,Terminated,Ammonia Absorption Technology,,1,-33.161057,151.542996,1,
Terminated,Trailblazer Energy Center,Texas,Capture & Storage,Tenaska Inc.,United States,Other Support,", Texas",Sweetwater,In 2013 Tenaska cancelled the Trailblazer Energy Center project.,Tenaska Trailblazer Energy Center,1/1/2015,161,https://sequestration.mit.edu/tools/projects/tenaska.html,Trailblazer Energy Center,Permitting,Terminated,Fluor Corporations advanced Econamine FG Plussm Technology,Tonnes per Day,1,32.525131,-100.262633,1,"15,755"
Terminated,Swan Hills in-situ Coal Gasification/Sagitawah Power Project,Alberta,Capture & Storage,Swan Hills Synfuels,Canada,Other Support,", Alberta",Swan Hills,"The project will use in situ coal gasification to tap deep, unmineable coal to produce syngas that will be processed in a conventional gas plant to remove CO2 as a byproduct stream. Project on hold due to low natural gas prices.",Swan Hills Synfuels,6/1/2009,35,http://swanhills-synfuels.com/iscg/overview/,Swan Hills in-situ Coal Gasification/Sagitawah Power Project,Developing Infrastructure,Terminated,,Tonnes per Day,1,54.565619,-115.731991,1,"3,562"
Terminated,Surat Basin CCS Project,Queensland,Capture & Storage,General Electric,Australia,Other Support,", Queensland",Wandoan,"Located near Wandoan in Queenslands Surat Basin, the project is a proposed 400 MW power station using IGCC with carbon capture and storage technologies.  They also will examine promising potential CO2 sinks.",TBD,12/1/2015,234,http://www.zeroco2.no/projects/wandoan-power-igcc,Surat Basin CCS Project,Planning,Terminated,Amines,Tonnes per Day,1,-25.067967,148.595423,1,"6,850"
Terminated,Summit Energy - Texas Clean Energy Project (TCEP),Texas,Capture & Storage,"Summit Clean Energy Texas, LLC",United States,DOE Supported,", Texas",Penwell,"Summit's Texas Clean Energy Project (TCEP), dubbed a ""NowGen"" plant by national environmental group the Clean Air Task Force, will be a new 400 mw coal gasification plant. The project was discontinued in 2015.",Penwell IGCC Plant,1/1/2010,212,https://www.netl.doe.gov/File%20Library/Research/Coal/major%20demonstrations/ccpi/FE0002650.pdf,Summit Energy - Texas Clean Energy Project (TCEP),Engineering design,Terminated,Rectisol,Tonnes per Day,1,31.74604,-102.608324,1,"6,302"
Terminated,Scottish Power - Longannet CCS,Fife,Capture & Storage,Scottish Power,Scotland,Other Support,", Fife",Kincardine,Project was to convert the plant to a supercritical coal plant and capture CO2 and sequester it in a depleted oil field in the North Sea.,Longannet Coal-Fired Plant,,321,http://www.rsc.org/chemistryworld/News/2011/October/24101102.asp,Scottish Power - Longannet CCS,Planning,Terminated,Amines,,1,56.04833,-3.68249,1,
Terminated,Scottish Power - Longannet Biomass Power,Fife,Capture & Storage,Scottish Power,Scotland,Other Support,", Fife",Kincardine,A decision has been made not to proceed with Longannet but to pursue other projects with the £1bn funding made available by the government.,Longannet Power Plant,,320,http://coalpowerplants.blogspot.com/2011/01/longannet-coal-power-plant.html,Scottish Power - Longannet Biomass Power,,Terminated,,,1,56.04833,-3.68249,1,
Terminated,Schwarze Pumpe (Vattenfall CO2-Free Oxyfuel Plant),Spremberg,Capture & Storage,Vattenfall,Germany,Other Support,", Spremberg",Schwarze Pumpe,"The plant will use oxyfuel technology to separate out CO2, and the captured CO2, will be transported by truck, is to be stored in a gas field in Altmark.",Vattenfall Pilot Plant,5/1/2008,57,http://www.globalccsinstitute.com/sites/www.globalccsinstitute.com/files/content/page/122975/files/Schwarze%20Pumpe%20Oxyfuel%20Pilot%20Plant.pdf,Schwarze Pumpe (Vattenfall CO2-Free Oxyfuel Plant),Plant in Operation,Terminated,,Tonnes per Day,1,51.531127,14.351916,1,216
Terminated,SaskPower Oxyfuel,Saskatchewan,Capture & Storage,SaskPower,Canada,Other Support,", Saskatchewan",Estevan,"SaskPower had planned to implement a 300-megawatt clean coal plant that would capture about 8,000 tonnes of CO2 a day for EOR and/or sequestration. Project rejected due to capital cost and uncertainty of the economic value of CO2 reduction.",Shand Power Station,1/1/2012,33,http://www.ieaghg.org/docs/CCS%20financing%20pdfs/J%20-%20Stobbs%20-%20Saskpower%20oxyfuel%20project.pdf,SaskPower Oxyfuel,,Terminated,,Tonnes per Day,1,49.088206,-102.864847,1,"8,000"
Terminated,Saline Joniche SEI,Calabria,Capture & Storage,SEI,Italy,Other Support,", Calabria",Saline Joniche,SEI S.p.A. (Milan) was planning the construction of a modern coal-fired power plant with an installed capacity of 1320 MW on an unused industrial area in Saline Joniche.,Saline Joniche Power Plant,1/1/2013,196,http://globalenergyobservatory.org/geoid/40325,Saline Joniche SEI,Permitting,Terminated,,Tonnes per Day,1,37.93491,15.725314,1,0
Terminated,RWE nPower - Tilbury Project in UK,Essex,Capture & Storage,RWE Power,United Kingdom,Other Support,", Essex",Tilbury,Plant could reduce emissions by 90%. A key of the study is to look at the transportation options and storage in geological formations for possible EOR or EGR.,Tilbury Clean Coal Plant,1/1/2013,93,http://sequestration.mit.edu/tools/projects/rwe_npower_tilbury.html,RWE nPower - Tilbury Project in UK,Plant Design,Terminated,,% Reduction,1,51.456074,0.38857,1,90
Terminated,PureGen project,New Jersey,Capture & Storage,SCS Energy,United States,Other Support,", New Jersey",Linden,"Build a coal-fired electric plant in Linden, New Jersey that would capture its emissions of carbon dioxide and pump the pollutant 70 miles offshore for sequestration in a sandstone approximately 1 mile beneath ocean floor.",Coal-fired power plant,1/1/2014,177,No specific project link identified.,PureGen project,Planning,Terminated,,% Reduction,1,40.608355,-74.219695,1,90
Terminated,Pioneer Project,Alberta,Capture & Storage,TransAlta,Canada,Other Support,", Alberta",Wabamun,"The project had been terminated. The study suggested that although the technology works and capital costs were in-line with expectations, the market for carbon sales and the price of emissions reductions were insufficient to allow the project to proceed.",Keephills 3 Coal-fired Power Plant,1/1/2008,239,https://www.transalta.com/sites/default/files/Project%20Pioneer_Final%20Report_Executive%20Summary_2013.pdf,Pioneer Project,,Terminated,Chilled Ammonia,Tonnes per Day,1,53.447382,-114.449536,1,"2,740"
Terminated,Pernis Refinery Project,South Holland province,Capture & Storage,Shell,Netherlands,Other Support,", South Holland province",Pernis (Rotterdam),"Intend to build the first of a new generation of CO2 storage facilities in two depleted natural-gas fields in Barendrecht. Build a gasification hydrogen plant at Pernis Refinery, use excess gas at a 177 MWe IGCC plant, and use the CO2 in gas fields.",Pernis refinery - Gasification Hydrogen Plant,,86,https://sequestration.mit.edu/tools/projects/barendrecht.html,Pernis Refinery Project,Plant in Operation,Terminated,,Tonnes per Day,1,51.881705,4.359552,1,"1,096"
Terminated,NRG Energy Inc. (Huntley IGCC Project),New York,Capture & Storage,NRG Energy Inc.,United States,Other Support,", New York",Tonawanda,NRG Energy planned to construct an IGCC plant in New York. The project was canceled in 2008.,Huntley IGCC,1/1/2013,136,http://media.corporate-ir.net/media_files/irol/12/121544/releases/071608.pdf,NRG Energy Inc. (Huntley IGCC Project),Permitting,Terminated,Mitsubishi HI Gasification (KS-1),% Reduction,1,43.017819,-78.88077,1,65
Terminated,Monash Energy C to L CO2 Capture and Storage Project,Victoria,Capture & Storage,Monash Energy,Australia,Other Support,", Victoria",Latrobe Valley,The project planned to build a coal-to-liquids plant with CCS demonstration plant using brown coal as the feedstock.,Monash Energy Latrobe Valley CTL Plant,1/1/2006,13,http://globalenergyobservatory.org/geoid/40157,Monash Energy C to L CO2 Capture and Storage Project,Planning,Terminated,,Tonnes per Day,1,-38.235301,146.57174,1,"35,620"
Terminated,Leucadia Energy Capture Project - Louisiana,Louisiana,Capture & Storage,Leucadia Energy LLC,United States,DOE Supported,", Louisiana",Lake Charles,Proposed SNG plant to use petroleum coke to produce methane and make synthetic natural gas. The CO2 can be pumped into oil fields to extract crude oil more efficiently. The plant would demonstrate large-scale recovery of 4 million tons per year of CO2.,Lake Charles Co-Generation Plant,11/16/2009,206,http://www.netl.doe.gov/File%20Library/Research/Coal/major%20demonstrations/iccus/FE0002314.pdf,Leucadia Energy Capture Project - Louisiana,,Terminated,Cold Methanol (Rectisol),Tonnes per Day,1,30.189176,-93.306548,1,"12,330"
Terminated,Kwinana Project,Western Australia state,Capture & Storage,Hydrogen Energy International LLC,Australia,Other Support,", Western Australia state",Kwinana,"The Kwinana project will create hydrogen from coal gasification to produce 500 MW of electricity. The captured CO2 is transported offshore to be sequestered in the Perth Basin. The geological rock formation in the basin contained ""gas chimneys"".",Industrial-scale coal-based hydrogen generating facility,1/1/2014,12,http://sequestration.mit.edu/tools/projects/bp_rio_tinto_kwinana.html,Kwinana Project,Plant Design,Terminated,,Tonnes per Day,1,-32.215362,115.776058,1,"10,960"
Terminated,Kentucky NewGas project,Kentucky,Capture & Storage,Kentucky NewGas,United States,Other Support,", Kentucky",Muhlenberg County,"Filed for air permit in December 2008.  Build with CCS capability.  Funding CCS research in western Kentucky through Kentucky Geological Survey. The CO2 test well will monitor 1,500 tons of CO2.",Kentucky NewGas plant,1/1/2017,143,http://www.zeroco2.no/projects/kentucky-newgas,Kentucky NewGas project,Permitting,Terminated,ConocoPhillips E-Gas Gasification,Tonnes per Day,1,37.293611,-87.118872,1,"13,700"
Terminated,Kemper County IGCC Project,Mississippi,Capture & Storage,Southern Company,United States,DOE Supported,", Mississippi",Kemper County,Combined Cycle portion of the plant operating on natural gas only without capture,Kemper County IGCC Plant,11/17/2008,183,http://www.netl.doe.gov/research/coal/project-information/fc26-06nt42391?k=NT42391,Kemper County IGCC Project,Plant in Operation,Terminated,Transport Integrated Gasification (TRIG),Tonnes per Day,1,32.649461,-88.757013,1,"8,220"
Terminated,Kedzierzyn,Opole Voivodeship,Capture & Storage,Zaklady Azotowe Kedzierzyn S.A.,Poland,Other Support,", Opole Voivodeship",Kedzierzyn-Kozle,"The first Zero-Emiissiion Energy-Carbochemical Complex in the world. Also, they are planning the construction of a CO2 pipeline to a suitable storage area.  Plant will burn up to 10% biomass fuel.",Kedzierzyn Zero-Emission Plant,2/1/2009,254,http://www.energieregion.nrw.de/_database/_data/datainfopool/100628_08-2_Lampert_Kedzierzyn_Project.pdf,Kedzierzyn,Developing Infrastructure,Terminated,Gas Separation,Tonnes per Day,1,50.316361,18.251953,1,"6,850"
Terminated,Hydrogen Energy California Project,California,Capture & Storage,Hydrogen Energy International LLC,United States,DOE Supported,", California",Tupman,The IGCC plant was to produce hydrogen from coal and petcoke mixes to combust in combustion turbines and the CO2 will be used for EOR in the Elk Hills Oil Field.,HECA IGCC Plant,12/1/2019,182,http://www.netl.doe.gov/research/coal/project-information/FE0000663,Hydrogen Energy California Project,Engineering design,Terminated,Rectisol,Tonnes per Day,1,35.332443,-119.383456,1,"7,124"
Terminated,Hunton Energy Freeport Plant,Texas,Capture & Storage,Hunton Energy,United States,Other Support,", Texas",Freeport,The CO2 was to be captured and pumped under pressure into pipelines for use in enhanced oil recovery in the Texas oilfields.,Hunton Energy Freeport Plant,,233,https://www.compelo.com/energy/news/newshunton_energy_to_build_texas_plant_for_dow_chemical/,Hunton Energy Freeport Plant,Permitting,Terminated,,Tonnes per Day,1,28.9773217,-95.3509855,1,"21,920"
Terminated,Hunterston Station CCS,Ayrshire,Capture & Storage,Ayrshire Power,Scotland,Other Support,", Ayrshire",Hunterston,The project included two 926MW power plants and a carbon capture demonstration.,Hunterston Power Station,,322,http://www.zeroco2.no/projects/hunterston,Hunterston Station CCS,Planning,Terminated,Ammonia Absorption Technology,,1,55.720961,-4.895658,1,
Terminated,Hazelwood Post-Combustion 2030 Project,Victoria,Capture & Storage,International Power Australia,Australia,DOE Supported,", Victoria",Morewell,The project develops an innovative retrofit low emission technology project at its 1600 MW brown coal-fired Hazelwood power station in the Latrobe Valley.  The project includes a coal drying demonstration phase and a CO2 capture part. Plant closed 2017.,Hazelwood Power Station,12/1/2008,10,http://www.coalresearchforum.org/20070620_sinclair.pdf,Hazelwood Post-Combustion 2030 Project,Plant Closed,Terminated,Amines,Tonnes per Day,1,-38.272975922,146.391784668,1,50
Terminated,Halten CO2 Project (Draugen-Heidrun),Møre og Ramsdal,Capture & Storage,Statoil,Norway,Other Support,", Møre og Ramsdal",Tjeldbergodden,The project was cancelled due to poor financials.,Statoil Hydro Natural Gas Processing Facility,1/1/2012,74,http://sequestration.mit.edu/tools/projects/statoil_shell_halten_draugen.html,Halten CO2 Project (Draugen-Heidrun),Plant Design,Terminated,Amines,Tonnes per Day,1,63.411365509,8.729652405,1,"6,850"
Terminated,FutureGen - Tuscola,Illinois,Capture & Storage,FutureGen Industrial Alliance Inc.,United States,DOE Supported,", Illinois",Tuscola,"Tuscola, Illinois was one of four sites that was considered for the FutureGen Alliance project. The  site was not chosen fromthe site finalists.",FutureGen - Tuscola,1/1/2015,269,No specific project link identified.,FutureGen - Tuscola,,Terminated,,,1,39.801556,-88.325743,1,
